dataset	sample_ID	genes_1	genes_2	breakpoint1	breakpoint2	status	support_split	support_span	filters	source	duplicates	nb_sources
Heyer_2019	SRR7646883	ASXL1	ASXL1	20:32369123	20:32366384	FP	340	151	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	RUNX1	RUNX1	21:34834410	21:34859578	FP	241	99	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	IGLC3	IGLC2	22:22906803	22:22901303	FP	0	9	IG;Imprecise	manta		1
Heyer_2019	SRR7646883	EP300	EP300	22:41157222	22:41152290	FP	0	5	Imprecise;Inner	manta		1
Heyer_2019	SRR7646883	AC097634.4;FOXP1;FOXP1-AS1	AC097634.4;FOXP1	3:71299820	3:71493555	FP	22	14	Inner	manta		1
Heyer_2019	SRR7646883	LPP	LPP	3:188406313	3:188341663	FP	5	5	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	NSD2	NSD2	4:1904378	4:1900626	FP	32	16	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	241	202	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	RANBP17	RANBP17	5:171205612	5:171183171	FP	4	7	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	NSD1	NSD1	5:177212195	5:177209636	FP	23	27	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	DEK	DEK	6:18236452	6:18258405	FP	344	225	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	IKZF1	IKZF1	7:50327757	7:50319048	FP	30	17	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	DOCK5	IKZF1	8:25399040	7:50402680	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646883	SBDS	SBDS	7:66991137	7:66994341	FP	23	16	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646883	TRIM24	TRIM24	7:138551180	7:138519189	FP	11	7	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646883	KAT6A	KAT6A	8:42048378	8:42049707	FP	36	40	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	PSIP1	AL592293.2;CLCN3P1	9:15472632	9:15056052	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646883	PAX5	PAX5	9:37002648	9:37020801	FP	112	54	Inner;s0_Local	manta		1
Heyer_2019	SRR7646883	CNTRL	CNTRL	9:121166180	9:121161856	FP	96	42	Inner;s0_Local	manta	9:121125839->9:121124014	1
Heyer_2019	SRR7646890	TMPRSS2	ERG	21:41508081	21:38445621	TP	126	1	PASS	manta		4
Heyer_2019	SRR7646890	intergenic	HFM1	21:8445274	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646890	ELK4	ELK4	1:205616478	1:205623891	FP	116	115	Inner;s0_Local	manta		1
Heyer_2019	SRR7646890	IRF2BP2	intergenic	1:234605169	2:84029413	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646890	AC062031.1	IRF2BP2	2:145919800	1:234605171	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646890	intergenic	DLG2	21:8441709	11:85484208	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646890	MT-TS1	MTCO1P40	MT:7467	17:53106314	FP	13	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646890	intergenic	FP671120.1	5:71851017	21:8216615	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646890	LIFR	LIFR	5:38523419	5:38530666	FP	25	16	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646896	TMPRSS2	ERG	NA	NA	FN	NA	NA		manta		0
Heyer_2019	SRR7646896	intergenic	HFM1	21:8445274	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646896	HMGN2P46;SLC30A4	intergenic	15:45513963	16:46637597	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646896	intergenic	intergenic	16:34160705	21:8254566	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646896	RANBP2	RANBP2	2:108773046	2:108771701	FP	7	6	Inner;s0_Local	manta		1
Heyer_2019	SRR7646896	intergenic	FP671120.1;FP671120.3	5:71851046	21:8210507	FP	4	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646896	MIR6087	intergenic	X:109054542	21:8445292	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	SS18	SSX1	18:26032399	X:48263782	TP	138	2	PASS	manta		4
Heyer_2019	SRR7646898	HFM1	intergenic	1:91387267	21:8445647	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	IRF2BP2	intergenic	1:234605169	2:84029413	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	IRF2BP2	GFPT2	1:234605170	5:180327998	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	AC062031.1	IRF2BP2	2:145919800	1:234605171	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	TET1	TET1	10:68647005	10:68644698	FP	51	27	Inner;s0_Local	manta		1
Heyer_2019	SRR7646898	FGFR2	FGFR2	10:121538592	10:121565704	FP	6	4	Inner;s0_Local	manta		1
Heyer_2019	SRR7646898	ETFRF1;KRAS	intergenic	12:25205728	8:86857135	FP	0	0	Imprecise;lowSupport	manta	12:25205730->6:54775251	1
Heyer_2019	SRR7646898	LHFPL6	PDK1	13:39343618	2:172557610	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	SUZ12	SUZ12	17:31988497	17:31982999	FP	4	3	Inner;s0_Local	manta		1
Heyer_2019	SRR7646898	ITGA3	COL1A1	17:50062736	17:50185138	FP	0	6	Imprecise	manta		1
Heyer_2019	SRR7646898	AC015845.2	FP671120.1	17:57791358	21:8216378	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	COL6A3	DTNB	2:237324128	2:25433534	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	AL035658.1;EP300;EP300-AS1	intergenic	22:41179911	2:193238570	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	ACKR3	VWDE	2:236582099	7:12387594	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	MT-RNR2	PLCB4	MT:2166	20:9168935	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	intergenic	FP671120.1	21:8258547	21:8214205	FP	0	9	Imprecise	manta	21:8437517->21:8209652,21:8443938->21:8215505	1
Heyer_2019	SRR7646898	MIR6087	intergenic	X:109054542	21:8445298	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646898	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	31	21	Inner;s0_Local	manta		1
Heyer_2019	SRR7646898	COL1A2	HEPACAM2	7:94431052	7:93201801	FP	0	15	Imprecise	manta		1
Heyer_2019	SRR7646898	BRAF	BRAF	7:140776912	7:140794467	FP	8	4	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646898	NTRK2	NTRK2	9:84710791	9:84702159	FP	4	4	Inner;s0_Local	manta		1
Heyer_2019	SRR7646898	LINC00632	LINC00632	X:140784659	X:140783175	FP	51	9	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	TMPRSS2	ERG	21:41508081	21:38445621	TP	183	0	s0_LowEvidence	manta		4
Heyer_2019	SRR7646902	intergenic	HFM1	21:8445274	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646902	TGFBR3	TGFBR3	1:91861471	1:91864279	FP	8	8	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	TRIM33	TRIM33	1:114463104	1:114464388	FP	29	26	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	ELK4	ELK4	1:205616478	1:205623891	FP	78	88	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	IRF2BP2	intergenic	1:234605166	2:183493198	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646902	AC062031.1	IRF2BP2	2:145919800	1:234605171	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646902	TET1	TET1	10:68647005	10:68644698	FP	75	77	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	intergenic	DLG2	21:8441718	11:85484203	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646902	ERC1	ERC1	12:1444750	12:1371833	FP	12	12	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	intergenic	intergenic	16:34160705	21:8254566	FP	0	0	Imprecise;lowSupport	manta	21:8445123->X:109054473	1
Heyer_2019	SRR7646902	SUZ12	SUZ12	17:31988497	17:31982999	FP	26	19	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	MT-TS1	MTCO1P40	MT:7467	17:53106314	FP	17	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646902	NCOA1	NCOA1	2:24593721	2:24564295	FP	11	8	Inner;s0_Local	manta	2:24584560->2:24564295	1
Heyer_2019	SRR7646902	COL1A2	intergenic	7:94419525	2:41980704	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646902	intergenic	FP671120.1	21:8258544	21:8214207	FP	0	7	Imprecise	manta	5:71851017->21:8216615	1
Heyer_2019	SRR7646902	PIK3CA	PIK3CA	3:179204588	3:179203544	FP	15	15	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646902	SEC31A	SEC31A	4:82871944	4:82875822	FP	13	9	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	LIFR	LIFR	5:38523419	5:38530666	FP	41	26	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	HOOK3	HOOK3	8:42964474	8:42957094	FP	19	16	Inner;s0_Local	manta	8:42943445->8:42906173	1
Heyer_2019	SRR7646902	NCOA2	NCOA2	8:70159505	8:70162854	FP	32	27	Inner;s0_Local	manta		1
Heyer_2019	SRR7646902	NFIB	NFIB	9:14146689	9:14179780	FP	23	19	Inner;s0_Local	manta	9:14120440->9:14179780	1
Heyer_2019	SRR7646906	SS18	SSX1	NA	NA	FN	NA	NA		manta		0
Heyer_2019	SRR7646906	FP236383.1	HFM1	21:8401042	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646906	intergenic	HFM1	21:8445274	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646906	TPR	LAIR1	1:186346164	19:54353168	FP	2	0	lowSupport;s0_LowEvidence	manta		1
Heyer_2019	SRR7646906	AC010531.4;C16orf95	AL035658.1;EP300;EP300-AS1	16:87275984	22:41179887	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646906	PDGFRA	AC007846.1;AC007846.2	4:54298247	17:5877105	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646906	ATIC	SLC35G2	2:215349763	3:136833076	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646906	MIR6087	intergenic	X:109054542	21:8445296	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646906	intergenic	LPP	22:23762315	3:188881158	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646907	SS18	SSX2	18:26032399	X:52700578	TP	33	3	PASS	manta		4
Heyer_2019	SRR7646907	intergenic	HFM1	21:8445274	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646907	TET1	TET1	10:68647005	10:68644698	FP	27	31	Inner;s0_Local	manta		1
Heyer_2019	SRR7646907	LPP	NBEA	3:188878771	13:35227962	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646907	COL1A2	NLRP12	7:94431200	19:53799023	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646907	intergenic	FP671120.1	21:8258517	21:8214059	FP	1	4	s0_Local	manta		1
Heyer_2019	SRR7646907	MIR6087	intergenic	X:109054590	21:8445296	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646907	AC058822.1;FIP1L1	AC058822.1;FIP1L1	4:53428183	4:53414615	FP	16	0	Inner;s0_Local;s0_LowEvidence	manta		1
Heyer_2019	SRR7646907	EBF1	intergenic	5:158698424	5:117111804	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	IGHJ3	BCL6	NA	NA	FN	NA	NA		manta		0
Heyer_2019	SRR7646919	FP236383.1	HFM1	21:8401014	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	FP236383.1	RBM15	21:8397789	1:110340348	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	AL157938.2;NUP214	KIAA1217	9:131135126	10:24262920	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	LRRC4C	IGLJ1;IGLL5	11:40973871	22:22893784	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	IGHM	intergenic	14:105855906	11:57458534	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	AP001453.2;AP001453.3	IGHM	11:64247122	14:105856218	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	AP002490.1;NUMA1	intergenic	11:72016976	2:120680294	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	FP236383.3	ETS1	21:8437691	11:128460218	FP	5	0	s0_LowEvidence	manta		1
Heyer_2019	SRR7646919	GCGR	IGHM	17:81806078	14:105856218	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	intergenic	NUP88;RABEP1	2:116464978	17:5383741	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	LINC00486	intergenic	2:32916310	21:8260325	FP	0	53	Imprecise	manta	2:32916206->21:8260344,2:32916244->21:8252202	1
Heyer_2019	SRR7646919	LINC00486	FP236383.1	2:32916207	21:8398469	FP	0	7	Imprecise	manta	2:32916239->21:8391078,2:32916239->21:8389292	1
Heyer_2019	SRR7646919	IGKV3D-15	AC244205.1	2:90115399	2:88860923	FP	82	0	IG;s0_LowEvidence	manta		1
Heyer_2019	SRR7646919	IGKV3D-11	AC244205.1;IGKJ4	2:90173414	2:88860922	FP	0	0	IG;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	LPP	SPAG16	3:188886752	2:213302644	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	intergenic	FP671120.1	21:8444511	21:8216120	FP	0	80	Imprecise	manta	21:8257086->21:8212801,21:8260257->21:8215958	1
Heyer_2019	SRR7646919	FP236383.1	FP671120.1	21:8400991	21:8217863	FP	0	17	Imprecise	manta		1
Heyer_2019	SRR7646919	MARCH3	FP236383.1	5:127025322	21:8396951	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	intergenic	FP236383.1	21:8444511	21:8399154	FP	0	12	Imprecise	manta		1
Heyer_2019	SRR7646919	SEC24D	HLA-C	4:118755553	6:31268941	FP	0	0	HLA;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	HLA-C	HLA-J;ZNRD1ASP	6:31268937	6:30009773	FP	0	0	HLA;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646919	HLA-E	HLA-B	6:30492436	6:31354526	FP	0	0	HLA;Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646928	EZR	AL132671.2;ROS1	6:158770764	6:117324415	TP	306	27	PASS	manta	6:158770764->6:117328813	4
Heyer_2019	SRR7646928	FP671120.1	HFM1	21:8218004	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646928	FP236383.1	HFM1	21:8401042	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
Heyer_2019	SRR7646928	intergenic	HFM1	21:8445274	1:91387591	FP	0	0	Imprecise;lowSupport	manta		1
